No.,entity,BAU Name lang,BAU Adresse 2 lang,Country/Region Code,City,Post Code
360222,Atlas,Gelsen Werk SE,Vorster Straße 68,D,Viersen,41748
360223,Atlas,Eder Property OHG,Flemingstraße 18,,Fulda,36041
360224,Atlas,Nordmann Solutions GmbH,Oppelner Straße 30,DE,Mönchengladbach,41199
360225,Atlas,Xaver Zentrum OHG,Am Berg 14,D,Aachen,52076
360226,Atlas,Sohl Haus Service GmbH,Hindenburgstraße 253,D,Mönchengladbach,41061
360227,Atlas,Olfen Green Service GmbH,Krefelder Straße 425,,Mönchengladbach,41066
360228,Atlas,Castrop Real Bau GmbH,Weseler Straße 401,,Münster,48163
360229,Atlas,Junker Recycling KG,Myliusstr. 2,,Leverkusen,51371
360230,Atlas,Neuss Immobilien Holding GmbH,Wilhelmbusch 11,,Stolberg,52223
360231,Atlas,Viersen Capital GbR,Alfred-Ziegler-Straße 5,,Gelsenkirchen,45881
360232,Atlas,Hammel Real Holding GmbH,Patersgasse 9,D,Heinsberg,52525
360233,Atlas,Ilten Haus KG,Konrad-Adenauer-Platz 2,D,Leverkusen,51373
360234,Atlas,Hückelhoven Umwelt GmbH,Bahnstraße 17,,Gaildorf,74405
360235,Atlas,Ammer Park Holding GmbH,Am Gierath 20d,D,Ratingen,40885
360236,Atlas,Geilenkirchen Holding Holding GmbH,Kölner Straße 14,,Nettetal,41334
360237,Atlas,Ammer Umwelt Technik GmbH,Am DIN-Platz Burggrafenstraße 6,D,Berlin,10787
360238,Atlas,Bergmann Solutions Service GmbH,Schelsenweg 24a,,Mönchengladbach,41238
360239,Atlas,Thalberg Capital GmbH,Aphovener Straße 48,D,Heinsberg,52525
360240,Atlas,Hallberg Engineering Holding GmbH,Albert-Jansen-Str. 6,D,Geilenkirchen,52511
360241,Atlas,Nordmann Umwelt Verwaltungs GmbH,Wilhelmstraße 9,D,München,80801
360242,Atlas,Zehm Immobilien GmbH & Co. KG,Broekhuysener Straße 40,D,Straelen,47638
360243,Atlas,Emden System OHG,Kurfürstenstraße 129,D,Berlin,10785
360244,Atlas,Erkelenz Green GbR,Geilenkirchener Straße 14 - 16,D,Alsdorf,52477
360245,Atlas,Sohl Verwaltung GmbH,Friedrich-List-Allee 70,DE,Wegberg,41844
360246,Atlas,Eder Tech AG,Wallstraße 87,D,Marl,45770
360247,Atlas,Dreher Invest KG,Am Rathaus 1,D,Bedburg,50181
360248,Atlas,Zülpich Gruppe GmbH,Thornstraße 32,D,Übach-Palenberg,52531
360249,Atlas,Viersen Holding Holding GmbH,Brüsseler Allee 25,D,Erkelenz,41812
360250,Atlas,Troisdorf Immobilien Holding GmbH,Prinz-Eugen-Straße 11,D,Bietigheim-Bissingen,74321
360251,Atlas,Altenberg Tech GmbH & Co. KG,Pestalozziring 60,D,Aldenhoven,52457
360252,Atlas,Hückelhoven Logistik KG,Nordstraße 102,D,Düren,52353
360253,Atlas,Merker Tech Technik GmbH,Kurfürstenstraße 129,D,Berlin,10785
360254,Atlas,Rheine Construction Verwaltungs GmbH,Zeppelinstraße 18a,D,Geldern,47608
360255,Atlas,Vogt Partner Verwaltungs GmbH,Gewerbering 9,D,Kevelaer,47623
360256,Atlas,Langer Green OHG,Industriestraße 26,D,Heinsberg,52525
360257,Atlas,Kleve Immobilien Bau GmbH,Emdener Straße 278,D,Köln,50735
360258,Atlas,Cramer Solutions Holding GmbH,Seelbergstraße 4,D,Stuttgart,70372
360259,Atlas,Ebert Plan GbR,Luxemburger Straße 17,DE,Erkelenz,41812
360260,Atlas,Bremer Industrie Verwaltungs GmbH,Carlo-Schmid-Straße 17,D,Würselen,52146
360261,Atlas,Imfeld Immobilien SE,Neulandstraße 31,D,Freising,85354
360262,Atlas,Iserlohn Verwaltung Holding GmbH,Rimska cesta 8a,SLO,Trebnje,810
360263,Atlas,Ochsner System SE,Reutenhofstraße 58,D,Oppenweiler,71570
360264,Atlas,Merker Estate Technik GmbH,Kanalstraße 1-4,D,Tuttlingen,78532
360265,Atlas,Ebert Green Bau GmbH,Corneliastraße 77b,D,Stolberg,52223
360266,Atlas,Grund Construction SE,Feldchen 9,D,Aachen,52070
360267,Atlas,Keller Concept OHG,Sandstraße 14,D,Wassenberg,41849
360268,Atlas,Lemgo Bau GmbH,Elsumer Weg 14 a,D,Wassenberg,41849
360269,Atlas,Wegberg Invest GbR,Europaallee 1,D,Oberhausen,46047
360270,Atlas,Iserlohn Werk OHG,Im Grötchen  29,,Würselen,52146
360271,Atlas,Torf Energy GmbH,An der Feuerwache 7,D,Hückelhoven,41836
360272,Atlas,Düren Logistik OHG,Daimlerstraße 16,,Kaarst,41564
360273,Atlas,Jäger Invest GmbH & Co. KG,Königsbenden 11- 13,D,Eschweiler,52249
360274,Atlas,Zehm Zentrum Holding GmbH,Wielandstraße 36,,Düsseldorf,40211
360275,Atlas,Junker Holding AG,Am Dammsteg 59,D,Düsseldorf,40591
360276,Atlas,Jülich Property Bau GmbH,End 29,D,Heinsberg,52525
360277,Atlas,Thalberg Resources Bau GmbH,Heidend 7,,Schwalmtal,41366
360278,Atlas,Velde Park GbR,Römerstraße 19,,Krefeld,47809
360279,Atlas,Keller Green KG,Bergrather Straße 91-95,D,Eschweiler,52249
360280,Atlas,Rheine Verwaltung OHG,Industriestraße 45,D,Schwaigern,74193
360281,Atlas,Ebert Park GmbH,Kempener Straße 121,D,Heinsberg,52525
360282,Atlas,Mauer Management Service GmbH,Schützendelle 83,,Bedburg,50181
360283,Atlas,Olfen Engineering Verwaltungs GmbH,An der Fahrt 1,,Mainz,55124
360284,Atlas,Keller Facility OHG,Böggeringstr. 42-50,,Bocholt,46395
360285,Atlas,Falkenau Management OHG,Monschauer Straße 34,D,Simmerath,52152
360286,Atlas,Wegberg Bau GbR,Stadtrodaer Landstraße 1,,Zöllnitz,07751
360287,Atlas,Fröndenberg Real Holding GmbH,Stapper Weg 14,D,Mönchengladbach,41199
360288,Atlas,Junker Resources Verwaltungs GmbH,Luchtenberger Straße 58,D,Wassenberg,41849
360289,Atlas,Unna System Verwaltungs GmbH,De-Plevitz-Straße 42,DE,Selfkant,52538
360290,Atlas,Sohl Facility AG,Am Burgholz 11,D,Kreuzau,52372
360291,Atlas,Dreher Immobilien Technik GmbH,Königswinterer Straße 329,D,Bonn,53227
360292,Atlas,Ebert Industrie Service GmbH,Angelastraße 25a,,Düren,52353
360293,Atlas,Jülich Resources GbR,Leopold-Hoesch-Straße 1,,Geilenkirchen,52511
360294,Atlas,Xaver Haus Verwaltungs GmbH,Rote Erde 15,,Stolberg,52224
360295,Atlas,Kleve Partner OHG,Benzstraße 5,D,Hückelhoven,41836
360296,Atlas,Ochsner Projekt OHG,Johannes-Gutenberg-Straße 3,,Baesweiler,52499
360306,Atlas,Wald Tech Bau GmbH,Yitzhak-Rabin-Str. 100,D,Leverkusen,51371
360313,Atlas,Junker Zentrum AG,Siemensweg 50,D,Wegberg,41844
360319,Atlas,Dachstein Engineering Holding GmbH,An der Schmitten 46,DE,Bergisch Gladbach,51429
360326,Atlas,Torf Dienst SE,Robert-Bosch-Straße 2a,,Jüchen,41363
360332,Atlas,Zehm Management Holding GmbH,Humboldstraße,D,Kerpen,50171
360335,Atlas,Lemgo Bau Bau GmbH,Am Weiweg,D,Würselen,52146
360343,Atlas,Heinsberg Estate GmbH,Engelbertstraße 52,D,Essen,45139
360344,Atlas,Geilenkirchen Industrie AG,Ottostraße 1,D,Wölfersheim,61200
360346,Atlas,Olfen Bau OHG,Charlottenburger Allee 40,D,Aachen,52068
360347,Atlas,Neuss Plan OHG,Im Lipperfeld 9a,D,Oberhausen,46047
360348,Atlas,Flur Park KG,Hiberniastr. 7,D,Bottrop,46240
360349,Atlas,Xaver Immobilien Bau GmbH,Hauptstraße 55,D,Marienfeld,33428
360350,Atlas,Sohl Consulting AG,Rhöndorfer Str. 9,D,Bad Honnef,53604
360351,Atlas,Pfahl Construction AG,Graditzer Str. 24,D,Köln,50735
360352,Atlas,Troisdorf Service Verwaltungs GmbH,Ulmenweg 29,DE,Pulheim,50259
360358,Atlas,Cramer Wirtschaft Bau GmbH,Lise-Meitner-Straße 1,D,Heinsberg,52525
360362,Atlas,Zülpich Construction OHG,Schafhausener Straße 13,D,Heinsberg,52525
360363,Atlas,Linde Haus KG,Uhlandstraße 56,D,Düsseldorf,40237
360364,Atlas,Jülich Umwelt Bau GmbH,Amsterdamer Straße 192,D,Köln,50735
360365,Atlas,Ulmen Zentrum Holding GmbH,Paschenfurth 4b,D,Neukirchen-Vluyn,47506
360366,Atlas,Linde Construction OHG,Monnetstraße 24,D,Würselen,52146
360383,Atlas,Kleve Property OHG,Robert-Bosch-Straße 57,D,Köln,50769
360432,Atlas,Iserlohn Solutions Service GmbH,Otto-von-Guericke-Ring 3,D,Wiesbaden,65205
360458,Atlas,Mauer Materials Technik GmbH,Schalbruch 30,D,Haan,42781
360459,Atlas,Gerber Property Technik GmbH,Jahnstraße 10,D,Düsseldorf,40215
360487,Atlas,Troisdorf Concept AG,Im Hagenkamp 10,D,Waldfeucht,52525
360488,Atlas,Dachstein Concept Bau GmbH,Heinsberger Str. 45,D,Geilenkirchen,52511
360494,Atlas,Torf Industrie GbR,Max-Planck-Straße 6,D,Köln,50858
360504,Atlas,Sander Park GbR,Heinsberger Straße 76,D,Geilenkirchen,52511
360508,Atlas,Junker Materials AG,Industriestraße 5,D,Heinsberg,52525
360510,Atlas,Merker Construction Technik GmbH,Gerhard-Welter-Str. 43,D,Erkelenz,41812
360515,Atlas,Zander Concept GmbH,Steinkirchener Str. 24,D,Wassenberg,41849
360516,Atlas,Neuss Wirtschaft Service GmbH,Wittbräucker Str. 3,D,Dortmund,44287
360518,Atlas,Wegberg Solutions Verwaltungs GmbH,Oppenhoffallee 8,D,Aachen,52066
360519,Atlas,Wegberg Construction GbR,Martin-Struff-Str. 31,D,Alsdorf,52477
360520,Atlas,Zülpich Park Bau GmbH,Wilhelmstraße 23,D,Aachen,52070
360521,Atlas,Geilenkirchen Wirtschaft Technik GmbH,Undinestr. 43,D,Berlin,12203
360528,Atlas,Paderborn Real GmbH & Co. KG,Dinsingstr. 5,D,Viersen,41748
360540,Atlas,Kleve Property OHG,Reisholzer Werftstraße 38-42,D,Düsseldorf,40589
360541,Atlas,Geilenkirchen Industrie Verwaltungs GmbH,Kaiserstraße 100,D,Herzogenrath,52134
360555,Atlas,Gerber Invest KG,Bleichenbrücke 9,D,Hamburg,20354
360556,Atlas,Hammel Consulting KG,Altenberger Straße 3,D,Wermelskirchen,42929
360557,Atlas,Dreher Holding GbR,Roßstraße 94,D,Düsseldorf,40476
360594,Atlas,Wald Management KG,Heinrich-Hertz-Straße 42,D,Erkrath,40699
360595,Atlas,Pfeifer Zentrum Verwaltungs GmbH,Im Süsterfeld 1,D,Aachen,52072
360596,Atlas,Xaver Partner SE,Rüttenscheider Str. 144,D,Essen,45131
360597,Atlas,Wald Service SE,Im Süsterfeld 1,D,Aachen,52072
360598,Atlas,Jülich Construction KG,Galgheide 16,D,Schwalmtal,41366
360599,Atlas,Jülich System Technik GmbH,Industriestraße 1,D,Pulheim,50259
360600,Atlas,Ulmen Energy GmbH,Kleine Kumm 5,D,Merzenich,52399
360601,Atlas,Altenberg Capital Technik GmbH,Nikolaus-Otto-Straße 1,D,Niederkassel,53859
361000,Atlas,Ulmen Tech Holding GmbH,,D,,
361001,Atlas,Viersen Immobilien Verwaltungs GmbH,Brabanter Straße 2 - 4,,Köln,50674
361002,Atlas,Nordmann Capital Verwaltungs GmbH,,D,,
361003,Atlas,Boden Werk AG,Tannenstraße 22,D,Gangelt,52538
361004,Atlas,Keller Haus Technik GmbH,Wurmstraße 4,DE,Heinsberg,52525
361005,Atlas,Junker Wirtschaft Bau GmbH,Im Süsterfeld 6,,Aachen,52072
361006,Atlas,Rheine Plan AG,Krähenhüttenweg 15,,Rösrath,51503
361007,Atlas,Imfeld Materials Technik GmbH,Hochstraße 2,D,Heinsberg,52525
361008,Atlas,Jülich Partner GmbH & Co. KG,Campusallee 4,D,Leverkusen,51379
361009,Atlas,Keller Holding Service GmbH,Hohenschönhauser Str. 51,D,Berlin,13057
361010,Atlas,Unna Park SE,Hiberniastraße 19,D,Bottrop,46240
361011,Atlas,Falkenau Dienst Holding GmbH,Schönebergstraße 5,D,Aachen,52068
361012,Atlas,Flur Property Verwaltungs GmbH,Fixheider Str. 16,D,Leverkusen,51381
361013,Atlas,Falkenau Smart Technik GmbH,Siemensstraße 2,DE,Süssen,73079
361014,Atlas,Emden Facility Technik GmbH,Siemensring 86,,Willich,47877
361015,Atlas,Pfahl Plan GbR,Carl-Zeiss-Straße 38,D,Moers,47445
361016,Atlas,Düren Umwelt Technik GmbH,Dürener Straße 401 B,D,Köln,50858
361017,Atlas,Arnsberg Facility Verwaltungs GmbH,Marktstraße 12,D,Tönisvorst,47918
361018,Atlas,Quast Management AG,Kurt-Schumacher-Damm 16,D,Osnabrück,49078
361019,Atlas,Sohl Real Bau GmbH,Industriestraße 50,D,Heinsberg,52525
361020,Atlas,Hückelhoven Partner OHG,Rheinstraße 2,DE,Hückelhoven,41836
361021,Atlas,Dachstein Smart AG,Rheinstraße 12,D,Hückelhoven,41836
361022,Atlas,Düren Bau Technik GmbH,Bruchstraße,D,Willich,47877
361023,Atlas,Torf Tech Holding GmbH,Kirchstraße 63,D,Hückelhoven,41836
361024,Atlas,Eder Partner Technik GmbH,Waldstr. 92,D,Dietzenbach,63128
361025,Atlas,Regen Energy GmbH,Borsigstraße 70,D,Heinsberg,52525
361026,Atlas,Ilten Consulting Bau GmbH,Klostergasse 1 a,DE,Heinsberg,52525
361027,Atlas,Ammer Capital GmbH,Am Nordkanal 48,D,Willich,47877
361028,Atlas,Eder Verwaltung GbR,Europark Fichtenhain A 10,D,Krefeld,47807
361029,Atlas,Heinsberg Service OHG,Meerbuschstr. 220,,Meerbusch,40670
361030,Atlas,Pfeifer Wirtschaft GbR,Entenpfuhl 21,D,Waldfeucht,52525
361031,Atlas,Neuss Gruppe AG,Campus-Boulevard 57,D,Aachen,52074
361032,Atlas,Ebert Werk GmbH,Azaleenweg 1,D,Meerbusch,40670
361033,Atlas,Wesel Tech KG,Wendelinstraße 17,D,Aachen,52078
361034,Atlas,Castrop Umwelt Bau GmbH,Heilderfeld 1,D,Selfkant-Saeffelen,52538
361035,Atlas,Jäger Construction Holding GmbH,Klosengartenstraße 32,D,Erftstadt,50374
361036,Atlas,Arnsberg Umwelt GmbH,Boxhagener Straße 77-78,,Berlin,10245
361037,Atlas,Paderborn Green Holding GmbH,Zollhof 4,,Düsseldorf,40221
361064,Atlas,Junker Haus Verwaltungs GmbH,Borsigstraße 50,DE,Heinsberg,52525
361067,Atlas,Grund Invest GmbH,Colonia-Allee 10-20,D,Köln,51067
361072,Atlas,Vogt Green OHG,Matthias-Brüggen-Straße 68,D,Köln,50827
361078,Atlas,Brackel Concept GmbH & Co. KG,Ludwigshafener Str. 39,D,Düsseldorf,40229
361079,Atlas,Neuss Resources KG,Hochstr. 174,D,Heinsberg,52525
361084,Atlas,Dreher Construction KG,Nusterweg 90,NL,Sittard,6136 KV
361085,Atlas,Paderborn Property Service GmbH,Rothebuschstraße 158,D,Oberhausen,46119
361086,Atlas,Sohl Recycling Service GmbH,Nusterweg 90,NL,Sittard,6136 KV
361087,Atlas,Wegberg Dienst Service GmbH,Kellershausstraße 48,D,Aachen,52078
361088,Atlas,Fröndenberg Holding GmbH & Co. KG,Nusterweg 100-102,NL,Sittard,6136 KV
361200,Atlas,Linde Resources Bau GmbH,,D,,
361201,Atlas,Thalberg Green Verwaltungs GmbH,Wurmstraße 4,D,Heinsberg,52525
361202,Atlas,Vogt Concept Service GmbH,Industriestraße 5,D,Westerstede,26655
361203,Atlas,Langer Verwaltung AG,Handwerkstr. 15,D,Stuttgart,70565
361204,Atlas,Vogt Real Technik GmbH,Lindenstr. 18,,Berlin,10969
361205,Atlas,Velde Service OHG,Danzigerstr. 8,D,Wassenberg,41849
361206,Atlas,Rheine Estate OHG,Carl-Severing-Straße 192,,Bielefeld,33649
361207,Atlas,Emden Gruppe Bau GmbH,An Fürthenrode 1,,Geilenkirchen,52511
361208,Atlas,Siegen Green KG,Entenpfuhl 25,D,Waldfeucht,52525
361209,Atlas,Linde Solutions Technik GmbH,Stollwerckstraße 32,D,Köln (Poll),51149
361210,Atlas,Zehm Recycling GmbH,Goeppert-Mayer-Str. 36,D,Monheim,40789
361211,Atlas,Kleve Real Bau GmbH,Tuppenend 77,,Viersen,41749
361212,Atlas,Gelsen Holding Holding GmbH,Industriestraße 22a,D,Waldmohr,66914
361213,Atlas,Hallberg Zentrum GbR,Unterheising 6b,,Barbing,93092
361214,Atlas,Paderborn Facility GbR,Karl-Ulitzka-Straße 7,D,Leverkusen,51373
361215,Atlas,Grund Zentrum SE,Ruhrstraße 2,D,Berlin,10709
361216,Atlas,Ochsner Invest Technik GmbH,Oranienstraße 27 - 31,D,Aachen,52066
361217,Atlas,Düren Zentrum Bau GmbH,Gut Hommerschen,D,Geilenkirchen,52511
361218,Atlas,Boden Zentrum KG,Industriestraße 43-57,D,Oyten,28876
361219,Atlas,Heinsberg Capital Service GmbH,Hauptstraße 116,D,Gangelt,52538
361220,Atlas,Hamm Wirtschaft Technik GmbH,Kaiserleistraße 29 / 35,D,Offenbach,63067
361221,Atlas,Lemgo Estate KG,Robert-Bosch-Straße 1,DE,Heinsberg,52525
361222,Atlas,Castrop Solutions SE,Rathausstraße 1,DE,Heinsberg,52525
361223,Atlas,Zehm Bau KG,Sandstraße 106 a,D,Leverkusen,51379
361224,Atlas,Junker Holding SE,Raiffeisenstraße 2,D,Gangelt,52538
361225,Atlas,Falkenau Wirtschaft OHG,Weserstr. 8,D,Hückelhoven,41836
361226,Atlas,Boden Real OHG,Stapper Straße 36-38,DE,Heinsberg,52525
361227,Atlas,Xaver Immobilien Technik GmbH,Ottostraße 1,D,Köln,50859
361228,Atlas,Vogt Tech Bau GmbH,Benzenbergstraße 43,D,Düsseldorf,40219
361229,Atlas,Zander Bau OHG,aachener Str. 69a,,Stolberg,52223
361230,Atlas,Junker Immobilien SE,Fürther Straße 246c,,Nürnberg,90429
361231,Atlas,Torf Resources AG,Rathausstraße 3,D,Kaarst,41564
361232,Atlas,Unna Partner GmbH & Co. KG,Daimlerstraße 26,DE,Übach-Palenberg,52531
361233,Atlas,Brackel Immobilien GmbH & Co. KG,Philipp-Reis-Straße 14,,Dreieich,63303
361234,Atlas,Wegberg Werk Bau GmbH,Häcksbilstein 7,,Kürten,51515
361235,Atlas,Ilten System GbR,Kaubendenstraße 3,,Aachen,52078
